Text,Target,Label
04 may 93 d andrew byler writes to all dab i think i need to again post the athanasian creed whicc pretty well dab delinieates orthodox christian belief on the trinity and on the dab incarnation dab its a pretty good statement of the beliefs eventually accpeted and the dab creed is in use by the catholic church as well as the lutheran dab anglican and orthodox churches the last minus the filioque which they dab delete from the original form of the creeddo you have any evidence that it is used by the orthodox churchesas far as i know it is purely western like the apostles creed theorthodox churches use the symbol of faith commonly called thenicene creedsteve hayesdepartment of missiologyuniversity of south africa,15,christian
stuff deletedthats like saying that since mathematics includes no instructions onhow to act it is evil  atheism is not a moral system so why shouldit speak of instructions on how to act  atheism is simply lack ofbelief in god  plenty of theistsi think the argument that a particular theist system causes genocidecan be made more convincingly than an argument that atheism causes genocidethis is because theist systems contain instructions on how to actand one or more of these can be shown to cause genocide  however sincethe atheist set of instructions is the null set how can you show thatatheism causes genocidedavid choweller davecsiliconcscicsusbeduthere are scores of thousands of human insects who areready at a moments notice to reveal the will of god onevery possible subject          george bernard shaw,0,atheism
it was a gift from god  i think basically the reasoning was that thetradition in the church held that mary was also without sin as was jesusas the tenets of faith developed particularly with augustine sin wasmore and more equated with sex and thus mary was assumed to be a virginfor life since she never sinned and since she was the spouse of god etcsince we also had this notion of original sin ie that man is born witha predisposition to sin and since mary did not have this predispositionbecause she did not ever sin she didnt have original sin  when sciencediscovered the process of conception the next step was to assume thatmary was conceived without original sin the immaculate conceptionmary at that time appeared to a girl named bernadette at lourdes  she refered to herself as the immaculate conception  since a nine year old would have no way of knowing about the doctrine the apparition was deemedto be true and it sealed the case for the doctrinercs hold that all revelation comes from two equally important sources thatbeing sacred scripture and holy tradition  in this case mostly tradition,15,christian
  i answer from the position that we would indeed place these people  in prison for life  that depends not only on their predisposition towards murder but  also in their success rate at escape and therefore their ability  to commit the same crimes again  in other words if lifetime imprisonment doesnt work perhaps  its not because were not executing these people but because  were not being careful enough about how we lock them up bob beauchaine bobbeviceicotekcom they said that queens could stay they blew the bronx awayand sank manhattan out at sea,0,atheism
listowner i have sent this to mr anderson privately post it onlyif you think it of general interesthere is a copy of something i wrote for another list you mayfind it relevanta listmember asks  what makes commonlaw marriages wronga commonlaw marriage is not necessarily wrong in itself there isnothing in the bible old or new testament about getting married bya preacher or by a priest jewish or christian and in fact jewishpriests have never had any connection with weddingsthere is a common notion that the marriage is performed by theclergyman in fact the traditional christian view at least in thewest is that the bride and groom are the ministers of the marriageand that the clergyman is there only as a witnesshoweverthe essential ingredient of a marriage is mutual commitment twopersons are considered to be married if and only if they have boundthemselves by mutual promises to live together as husband and wifeforsaking all others till death do them part      the reason why those who have reason to be concerned about whois married to whom have always insisted on some kind of publicceremony is in order that society and the couple themselves may beclear about whether a commitment has been madesuppose that we do away with the public ceremony the standard vowsetc instead we have a man and a woman settling down to livetogether      after a year or so the man says to the woman hey honey itwas great while it lasted but i think its time to move onyoungerocean as eternal as the stars as long as i live i am yoursutterly and completely when i lie on my deathbed my last feeblebreath will utter your name myman is in a romantic mood he is bound to say all kinds of sillythings like that you mustnt take them literallyand that is why you have an insistence on a formal ceremony that isa matter of public record      the church insists on it because it is her duty among otherthings to give moral advice and you cannot give a man moral adviceabout his relations with a woman if you have no idea who is marriedto whom if anybody and vice versa      the state insists on it since the state has a concern withproperty rights with child care and support and therefore needs toknow who has made what commitments to whom      prospective fathersinlaw insist on it because they dontwant their daughters seduced and abandoned      prospective spouses insist on it because they want to makesure they know whether what they are hearing is a real commitmentor just poetry      and persons making vows themselves insist on making themformally and publicly in order that they may be clear in their ownminds about what it is that they are doing and may know themselvesthat this is not just rhetoric this is the real thing      hence the insistence on a formal public explicit avowal of themarriage commitment  the church goes further and insists that whenchristians marry a clergyman shall be present at the wedding andrecord the vows on behalf of the church not because it isimpossible to have a valid wedding without a clergyman but in orderto make sure that the couple understand what the christian teachingabout marriage is and that they are in fact promising to be marriedin a christian sense the church also prefers a standard marriagevow and is wary of letting couples write their own vows for muchthe same reason that lawyers prefer standard terminology when theydraw up a will or a contract certain language has been repeatedlyused in wills and one can be sure how the courts will interpret ittry to say the same thing in your own words and you may find thatthe probate judges interpretation of them is not at all what youintended  similarly the church prefers to avoid endless debatesabout whether you are my main squeeze and i am here for the longhaul do in fact cover the same territory as forsaking all othersand till death do us part      this topic has come up on the list before is there any topicthat hasnt one listmember was asking if a couple love eachother and are living together isnt that marriage in the eyes ofgod eventually someone asked in that case what is their statusif they break up is that the moral equivalent of getting a divorceare they in a relationship that god forbids either of them to walkof that in fact there are reasonable grounds for suspecting thatsomeone who says we dont need a piece of paper or a ceremony infront of a judge or a preacher in order to show that we love eachother is trying to have it both ways  to have the advantages ofmarriage plus the option of changing his mind with a minimum ofbotherat this point someone may say none of this applies to me and mymate we are quite clear on the fact that we have assumed a lifelongcommitment for better or worse forsaking all others till deathus do part so in our case no ceremony is needed     to this my reply would be the reason for requiring a driverslicense is to keep dangerous drivers off the road  what is wrong initself is not the existence of unlicensed drivers but the existenceof dangerous drivers however testing and licensing drivers is anobvious and reasonable means of pursuing the goal of reducing thenumber of dangerous drivers on the road therefore the state rightlymakes and enforces such laws and you the citizen have a positivemoral obligation to refrain from driving without a license no matterhow much of a hotshot behind the wheel you think you areback to the original question we have a listmember who knows acouple who have been living together for around 20 years he asksat what point did they stop fornicating and start being married ianswer at the point if any where they both definitely andexplicitly accepted an obligation to be faithful to each other forbetter or worse as long as they both lived if they have acceptedsuch an obligation what are their reasons for not being willing todeclare it in front of say a justice of the peace,15,christian
very interesting but i also believe that you have presented amisleading argument  christianity is not the cause of the massacresand horrific injustices that you relate rather they are the faultof people who misunderstand jesus christs message and modifyit to suit their own beliefs and aims rather than alter theirambitions to be more in line with those presented as desirable inthe new testament  with every truthful and good message thatcarries authority or implied authority comes the inevitablefact that some many people will understand it in a distortedway with inevitable consequencesthe bibles message is that we are to love all people andthat all people are redeemable  it preaches a message ofrepentance and of giving  unfortunately all people havedeceitful hearts and are capable of turning this messagearound and contorting it in sometimes unbelievable waysthis is also a fundamental christian doctrineone of the problems is that you look at the world throughthe eyes of western history  i think that you will findmany many cases of massacres that were instigated bypeople who never claimed they were christian  i am not sayingthis to justify the massacres that were but i am merelypointing you to a tendency which is present in humans alreadyconsider the world without christianity  i doubt that wewould have the same freedoms in the countries in which welive if it wasnt for the peaceful doctrines of jesus christperhaps we would even be confronted by a very harsh religioni wont name any here though one comes to mind whichwould not even allow us the freedom of speech to debate suchsubjectspoint the blame at inherent human tendencies of thirst forpower greed and hatred  please dont point the blame ata message which preaches fundamental giving and denial inlove for othersyours in christandrew mcveighps i believe that a line of questioning like you presentedis strangely enough compatible with becoming a christiancertainly christianity encourages one to question the behaviourof the world and especially christians  i praise god forjesus christ and the fact that we can doubt our beliefsand still come back to god and be forgiven time and timeagain,15,christian
in two places at once bit of a coincidence thatwhatever the faults the fbi had the fact is that responsibilityfor those deaths lies with koreshp,19,misc
in the bible there are a lot of instances where god speaksto people where a person just came to know some pieceof information where a person walks off into the desertfor 40 days etc with all of gods power he certainly cando whatever he wants when he wants it the bible endswith the book of revelations but does gods reign end there  noso who can say for sure that gods messages are either no longerhappening or still happening i can now hear the clamor for proof 8with the cold response ive gotten from the past from thisgroup its very hard to get the point across ill onlygo over the physical stuff so that skeptics can lookat documents stored somewhere ive cited the uncorruptedbodies of saints before theyre still there 8the apparitions at fatima portugal culminated in a miraclespecifically granted to show gods existence that wasthe spinningdescending of the sun it was seen in severalcountries that event is approved by the pope currentlyimages of mary in japan korea yugoslavia philippines africaare showing tears natural or blood these are still underinvestigation by the church but realize that investigationstake decades to finish and if the message is christ will comein ten days thats a bit too late isnt it 8other events under investigation are inner locutions comingto know stigmata the person exhibits christs wounds andthey dont heal and doctors dont know whynonbelievers are welcome to pore through documents im surethis stuff is not like koresh or oral roberts give me 5mor god will call me home its free find out why theyrehappening as we ourselves are studying why if anybodycan figure this out tell us  you can be of any religionif you have the resources go to one of the countries i mentionedthese are not members only events god and mary invites everybodyso in conclusion finally we rcs believe in the modern day manifestations of god and marywe are scared to death sometimes although were told not tothere are more proofs and events and that is why not everythingis in the bible although in a lot of the apparitions we are toldto read the bibleas far as the protestant vs catholics issue is concernedin the end gods churches will unite im not sure howi have some idea but the point is we shouldnt worryabout the versus part just do gods work thats allthat matters unity will comebtw im just a plain person im not the popes spokespersonbut i am rc ,15,christian
fine the illiad is the word of godtm  disputed or not it isdispute that  it wont matter  prove me wrongbrian west,0,atheism
 notereply to a message in socreligionchristianevenson thomas randall wrote in a message to allhi you might want to read charismatic chaos by john macarthur  in ithe discussed exactly this queation amongst others  in my own wordsvery simplified his position is basically that one must decide whatis the most important  experience or scripture  people tend to sayscripture without living according to that  their ownfeelingprophecyetc tends to be put across without testing in thelight of scripturetheres a lot more than this really worthwhile to read whether yourecharismatic or notgroetnis cheers deon timedb8,15,christian
  ok boys  girls hang on here we go    christs eternal gospel               robinson  robinson   the dead sea scrolls  the nt         ws lasor   james the just in habakkuk pesher     rh eisenman   maccabees  quamran                 rh eisenman   dead sea scrolls uncovered            eisenman  wise   dead sea scrolls deception            baigent  leigh   jesus  riddle of dead sea scrolls    b thiering   jesus scroll                          d joyce happy reading  welcome aboard  a poor wayfaring stranger some say a strange one in a strange land    disclaimer not my employers opinion probably                                   not yours either and                                                only mine when authorized                                                                                                                                       try roger_holfeltzstortekcom    ,15,christian
ill pose a question here thats got me thinking  what distinguishestrue religion from cults im speaking generally here not specifiallyabout christianity  jerry falwell was on good morning america on tuesday ostensibly to answer this question  basically he said thattrue religion follows a message whereas a cult follows a personbut then christianity is a cult because the message of christianityis the person of jesus  so what distinguishes for example thebranch davidian cult from the presbyterian church  doctrinaldifferences dont answer the question imho so dont use them asan answer   scott at brandeis	but god demonstrates his     the lord bless you and keep you	 own love for us in that      the lord make his face shine on you	 while we were yet sinners    and be gracious to you	 christ died for us	       the lord lift up his countenance on you				       and give you peace		 romans 58 nasb		 numbers 62426 nasb,15,christian
the first premise and the conclusion are not properly translated as identitystatements since the is in those statements is the is of predicationrather than of identity  instead they should be translated using apredicate letter  using g to designate god and j to designate jesusand the predicate letter e for the property of being eternal thefirst premise is eg and the conclusion is ej    the second premise appears to contain an is of identity in whichcase it can be properly symbolized as j  g  but your remark that jesusis a subset of god suggests that strict identity is not desired hereif however the first premise means that all members making up the setgod have the property of being eternal the same conclusion follows,0,atheism
what ive been saying is that moral behavior is likely the null behaviorthat is it doesnt take much work to be moral but it certainly does tobe immoral in some cases  also ive said that morality is a remnantof evolution  our moral system is based on concepts well practiced inthe animal kingdombut this doesnt get us anywhere  your particular beliefs are irrelevantunless you can share them or discuss them,0,atheism
if i am not mistaken the jewish family names cohen kahn etcare considered to be legitimate indicators of descent from aaronthe family names levi levene etc are considered to be legitimateindicators of descent from levi the main legal issue is the purificationof the priesthood which is supposed to involve finding the ashes ofof the red heifer last used for this purpose 2000 years ago_______________________________________________________________________________,15,christian
another dodge  oh well  im no match for your amazing repertoireof red herrings and smoke screens  you asked for an apology  im not going to apologize for pointing outthat your strawman argument was a strawman argument  nor for sayingthat your list of bible contradictions shows such low standards ofscholarship that it should be an embarrassment to antiinerrantistsjust as josh mcdowell should be an embarrassment to the fundies  norfor objecting various times to your taking quotes out of context  norfor pointing out that they do it too is not an excuse nor for callingyour red herrings and smoke screens what they areim still not sure why you think im a hypocrite  its true that ihavent responded to any of robert weiss articles which may be due inpart to the fact that i almost never read his articles  but i haveresponded to both you and frank decenso a fundieinerrantist  bothyou and frank have taken quotes out of context and ive objected toboth of you doing so  ive criticized bad arguments both when theywere yours and i agreed with the conclusion that the bible is notinerrant and when they were franks and i disagreed with theconclusion  ive criticized both you and frank for evading questionsand for trying to explain me away without addressing the objectionsi raise you by accusing me of being hypocritical and irrational frankby accusing me of being motivated by a desire to attack the bible idont see that any of this is hypocritical nor do i apologize for iti do apologize however for having offended you in any other wayhappy now,19,misc
do you count yourself as one who is weak in the faithis there any doubt in your mind about what is right and what is missingthe markare they clear or do you have doubtsan important first step the realization that paul was humanyes and he was writing and speaking for an audience that was at bestvery weak in the faith most could not read most were unfamiliar withthe hebrew scriptures in even the septuagint form paul adapted themessage of the bible to a largely uneducated market granted thismarket still exists today but do you count yourself as part of it tobe weak in the faith is not missing the mark hamartia if you do thebest that your education allows are you doing the bestlet me make clear that the law is none other than the pentateuch ofgenesis exodus leviticus numbers deuteronomy what did jesus sayabout the law in matt51419 where did jesus say that the law onlyapplies to jews and that gentiles are above the lawwho acknowledged this fact on what basis are we extrabiblical at thispoint why not also acknowledge that the bhagavadgita is the onlyrelevant text for gentiles after all we see in the bible that it wasmagus from the east who observed the starsigns of jesus why botherwith any texts at all why not just follow whatever the church has tosayi dont see how you can say this with a straight face are you afollower of christ or do you follow someone else are you saying thatthe words of jesus only apply to jewshow jewish was paul after he changed his name from saulwho says gentile christians are not covered by the first five books whosays that gentile christians are above the ten commandmentsyoure implying that jesus words are valid only for jews is thisreally what you mean to say you do realize that you are gutting ratherlarge portions of the bible when you read jesus words did you everconsider that maybe just maybe jesus is talking to you no matter whatyour race or sex if the hebrew scriptures and the gospel accounts ofjesus are only directed to jews why were they translated into englishas paul would call him one who was weak in the faithwhich is more important 1 the recorded word of jesus or 2 indicationsthat you can deduce from the bible was jesus god only of the jews orgod of all humankind of all race and sexthis is your understanding of paul compare this to the word of jesusare you christian or paulineagain this is your understanding of paul did jesus say that the lawwas an impossible standard did jesus say that he superceded the laware you christian or paulineyou acknowledge that it is your reading of paul what did jesus saycan you deny that matt51419 is quite clear in its meaning are you christian or paulinewhen did jesus say that the purpose of the law was conviction of sinplease reread matt51419 are you christian or paulineare you saying that the ten commandments are ceremonial detailsyou call observance of the sabbath the day on which the lord restedceremonial has circumcision been superceded for christiansare you christian or paulineboth  there is no doubt in my mind about what is sin and what isnot at least not in this case  jesus did not deal explicitly withthe question of whether the law was binding on gentiles  thats why ihave to cite evidence such as the way jesus dealt with the centurionas to general jewish views on this i am dependent largely on studiesof pauline theology one by hj schoeps and one whose author i cantcome up with at the moment  both authors are jews  also variouschristian and nonchristian jews have discussed the issue here and inother newsgroupsmat 519 is clear that the law is still valid  it does not say thatit applies to gentilesand yes i say that the specific requirement for worship on thesabbath in the ten commandments is a ceremonial detail when yourelooking at the obligations of gentiles  similarly circumcisionim not sure quite what else i can say on this subject  again itsunfortunate the jesus didnt answer the question directly  however wedo know 1 what the 1st cent jewish approach was 2 how jesusdealt with at least one gentile and 3 how jesus disciples dealtwith the issue when it became more acute im referring to acts 15more than paul  given that these are all in agreement i dont seethat theres a big problem,15,christian
the problems with catholic liturgy are likely to continue forsome time  the problem is in a nutshell this the liturgy is asymbolic action  in other words catholics do or should believe thatthe _signs_ during the mass  water blessings vestments altarrelics etc  are real that is the sprinkling of water bestows realalmost tangible holiness the vestments are a real indication of realsacred time the point of a _symbol_ is that it is understood by allto be connected to an underlying real referent this kind of thinkingprecludes analysis holy water is not holy because of anything itsimply is holybut modern westerners find it extremely difficult especially ifwell educated to think of the mass as a symbol we are more likelyto see it as a _sign_ ie an action that represents grace but whichcould be replaced with other signs in concrete terms this means themass has become a commercial for gods grace rather than the realthing you can mess around with a commercial in a way you wouldntdare with the real thing ask cocacola co these attitudes havebeen encouraged by liturgy workshops etc which instead of focusingon _how_ to do do liturgy have focused on how to create a meaning inliturgy you can only create signs symbols have to come from god orthe heart or somewhere deeper than analysis the most dramaticexample of this shift in understanding has been in the treatment ofthe sacred species the consecrated host and wine now with pitabread etc it is common to come away from the altar with hands coveredin particles if the host is a sign of grace this isnt and issue butcatholics in the past would have been distraught at this realdesacration of the real symbol of jesus bodymodern catholic liturgy  is caught in this epistemological shift wetry to perfrom the old rites but then we have some liturgomaniacpriest get up and explain what we are doing  so we stop doing it andstart pretending to do it this is not a soul filling experienceit doesnt help btw that we have got stuck witha huge amount of two andthree chord ersatzfolk music again a result of misanalysis complicatedtunes are in fact easier to remember than simple ones  this was thegenius of wesley and the 19c anglican hymn writers taize is onlyslightly betterwhat are we to do well i suggest rejecting the parish system if itdoesnt work for you search out a church where the liturgy is wellprepared not wellexplained they exist in every city this is not btwa matter of particular style the music might be old or new it isthe attitude of the church that counts also note that a conservativeliturgy  harking back to prevatican ii days does not necessarily meanthe church will be socially conservativein nyc i can recommend	corpus christi  w 12st st	corpus christi  w 12st st  very conservative liturgy 	st josephs greenwich village   modern clean largely gay	oratorian church brooklyn  very beautifulavoid anywhere anytime a church with electric candleshappy easter christos aneste christos voskrezhne christ is risen,15,christian
this is an excellent question and ill be anxious to see if there areany such cases  i doubt it  in the medieval period esp 10thcentwhen aquinas flourished argument was a useful tool because everyoneknew the rules  today when you cant count on people knowing eventhe basics of logic or seeing through rhetoric a good argument isoften indistinguishable from a poor onesorry just one of my perennial gripesken,15,christian
i recently read an article in a local paper written by an islamic  person who was upset with the way islam has been portrayed by western media  when a terrorist action takes place in the middle east it is always played  up as an islamic terrorist  however when the a serbian terrorist attacks  the croations its not a christian terrorist its just a terrorist	i have often tried to explain this to some close friends who believe  the press that islam is somehow tied to violence  often times you hear  things like they just dont value human life like we do and so on  i was wondering if anyone out there had any suggestions for how we can  change this image or how i can help my friends to see that this is just   hype  i would appreciate any serious suggestions or comments via email  and im not interested in hearing about how right the press is,19,misc
	i disagree every proposition needs a certain amount of evidence and support before one can believe it there are a miriad of factors for each individual as we are all different we quite obviously require different levels of evidence	as one pointed out ones history is important while in fussr one may not believe a comrade who states that he owns five pairs of blue jeans one would need more evidence than if one lived in the united states the only time such a statement here would raise an eyebrow in the us is if the individual always wear business suits etc	the degree of the effect upon the world and the strength of the claim also determine the amount of evidence necessary when determining the level of evidence one needs it is most certainly relevent what the consequences of the proposition are	if the consequences of a proposition is irrelvent please explain why one would not accept the electromagnetic force of attraction between two charged particles is inversely proportional to the cube of their distance apart 	remember if the consequences of the law are not relevent thenwe can not use experimental evidence as a disproof if one of the consequences of the law is an incongruency between the law and the state of affairs or an incongruency between this law and any other natural law they are irrelevent when theorizing about the truth of the law	given that any consequences of a proposition is irrelvent including the consequence of selfcontradiction or contradiction with the state of affiars how are we ever able to  judge what is true or not let alone findthe truth	by the way what is truth please define before inserting it in the conversation please explain what truth or truth is i do think that anything is ever known for certain even if there is a truth we could never possibly know if it were i find the concept to be meaningless       satan and the angels do not have freewill          they do what god tells them to do ,0,atheism
all of the arguments concerning the sabbath ought to make the pointpretty clear  anyone outside of the catholic or orthodox oranglican ormonophysite churches ourght to worship on saturday if they are reallysola scriptura  otherwise they are following a law put into effect bythe church and only the above chruches really recognize any power ofthe chruch to do soandy byleryou will note that nothing in the faq said anything about the churchestablishing or changing a law  the argument against the sabbath isthat it is part of the ceremonial law and like the rest of theceremonial law is not binding on christians  this argument is basedon pauls letters acts and in a more general sense jesusteachings  further most people argue that scripture shows worshipoccuring on sunday and paul endorsing it  i understand that thesepoints are disputed and do not want to go around the dispute one moretime  the point im making here is not that these arguments areright but that the backing they claim is scriptureaccepting the principle of sola scriptura does not commit us toobeying the entire jewish law  acts 15 and pauls letters are quiteclear on that  i think even the sdas accept it  the disagreement ison where the bible would have us place the lineby the way protestants do give authority to the church in mattersthat are not dictated by god  thats why churches are free todetermine their own liturgies church polity etc  if you accept thatthe sabbath is not binding on christians then the day of worshipfalls into the category of items on which individual christians orsince worship is by its nature a group activity churches are free todecide,15,christian
yes  i cannot remeber which works i read about this in as it was many years ago  this ritual was called the tarobaullum i believe the spelling may be offpope charles,19,misc
  in a word yes  i dont believe that physical knowledge has a great deal ofimpact on the power of god  in the past god gave us the ability to createlife through sexual relations  now he is giving us the ability to create lifethrough in vitro fertilization  the difference between the two is merely cosmetic and even if we gain the ability to create universes we wont begin toapproach the glory of god  the power we are being given is a test and i am sure that in many cases wewill use our new abilities unwisely  but people have been using sexualityunwisely for millenia and i havent heard an outcry to abolish it yet  no matter how far we extend our dominion over the physical world we arentimpinging on gods power  its only when we attempt to gain control of thespiritual world those things that cant be approached through science and logic that we begin to interfere with god,15,christian
